13
2 3
19	51	197
25	70	599
51	77	40
46	99	529
82	66	62
66	82	922
51	21	935
51	37	141
86	46	976
32	47	910
61	64	775
15	99	679
5	57	642
52	46	663
65	88	617
21	15	599
13	77	210
80	80	872
1	40	649
25	62	676
71	63	801
88	22	283
65	70	332
30	16	926
92	15	71
78	20	794
88	8	342
58	21	272
40	96	438
61	76	358
81	3	871
84	45	563
51	24	990
11	19	689
44	56	842
37	6	282
8	30	548
77	32	749
38	45	199
6	45	521
72	55	295
60	72	674
47	4	809
91	24	61
45	28	154
96	14	167
30	53	123
26	16	590
84	58	689
64	57	351
82	72	169
73	41	931
11	76	492
38	59	928
79	81	638
98	74	193
5	77	549
16	40	648
83	4	614
69	31	532
67	57	290
16	60	805
99	45	905
14	86	941
29	66	510
8	92	717
86	80	707
64	39	503
39	6	18
38	5	244
89	42	233
87	37	523
9	5	89
78	55	132
6	13	903
14	17	357
58	98	990
62	40	915
90	35	343
96	87	944
1	96	294
30	45	564
42	34	673
48	1	788
1	35	123
70	51	664
64	0	945
9	35	876
54	3	717
66	85	279
38	48	344
84	96	255
86	18	707
88	59	358
38	43	578
12	44	387
65	18	64
50	76	793
89	12	48
79	98	429
25	11	965
54	65	319
28	52	688
32	31	332
75	25	530
65	2	374
72	84	571
85	99	664
24	65	469
74	16	595
22	91	86
42	81	20
33	6	166
28	26	872
74	8	15
50	63	588
72	25	700
5	84	796
63	58	171
43	57	922
98	37	259
41	75	387
94	81	602
35	33	524
23	95	986
84	58	841
10	24	803
95	22	165
60	18	587
32	19	443
41	4	68
84	28	39
43	3	647
58	51	244
52	66	721
91	4	756
93	82	246
64	45	714
50	69	349
23	10	699
78	84	273
22	68	146
89	34	750
66	67	950
29	30	226
38	8	825
7	50	575
9	45	51
35	26	287
84	85	5
53	40	173
18	83	302
80	29	712
54	95	764
90	54	177
31	33	714
42	75	656
26	94	662
29	77	526
44	55	459
96	98	899
71	38	177
28	7	630
22	31	604
6	21	39
43	35	944
38	43	260
15	43	56
15	76	133
76	52	314
16	18	990
6	26	668
25	82	798
88	53	341
80	44	884
48	41	685
55	38	457
77	49	994
4	92	264
92	15	81
48	12	864
86	36	601
50	52	756
95	93	472
51	69	802
33	60	860
89	11	432
26	75	388
79	86	315
30	13	911
48	28	608
8	0	131
89	15	448
54	29	395
78	20	453
59	32	876
3	89	817
54	42	269
8	22	266
18	72	974
13	51	311
55	43	252
77	33	424
98	64	71
60	41	749
5	84	61
74	13	199
71	7	952
28	67	639
24	73	344
72	96	664
65	69	127
76	45	183
64	66	79
11	85	496
67	23	45
80	10	219
22	13	862
6	79	925
25	57	278
34	83	579
65	55	906
53	39	104
31	43	420
81	95	294
57	88	8
65	77	555
86	82	348
63	90	622
96	46	702
44	9	951
51	44	374
6	26	453
62	22	689
86	33	244
28	72	842
63	53	645
72	76	557
57	87	343
42	78	893
77	16	602
89	20	234
26	22	15
97	30	391
27	67	830
93	91	46
35	0	238
13	25	292
63	67	970
56	98	444
45	51	799
30	90	916
17	66	388
99	0	68
88	63	394
9	51	721
9	69	381
90	54	25
56	36	515
63	90	336
22	88	292
65	38	689
43	99	640
34	35	281
33	89	272
95	21	501
56	27	557
90	20	589
77	53	340
56	49	904
93	61	754
50	6	802
27	13	930
33	66	21
11	88	798
62	22	123
91	29	904
52	32	468
66	37	665
20	70	407
85	22	382
0	62	193
37	5	699
91	78	528
82	61	935
61	15	626
24	15	552
75	63	344
43	22	663
27	2	793
7	38	264
23	4	441
98	40	835
16	84	452
37	82	975
72	61	456
85	19	334
2	18	227
8	93	835
9	69	52
43	39	167
84	99	558
2	17	888
34	52	758
62	6	165
2	82	301
15	7	267
5	60	584
47	11	369
96	26	674
49	11	983
14	7	93
86	53	288
93	37	658
5	8	455
48	91	108
15	38	920
41	67	79
34	57	403
54	88	504
17	81	711
20	20	964
33	24	352
14	71	13
49	64	428
58	53	526
99	11	68
11	59	164
60	0	285
84	38	593
0	6	695
47	69	836
63	66	155
59	87	361
70	89	344
72	68	562
97	79	25
88	2	606
79	80	988
0	72	47
38	70	533
12	44	751
48	9	25
83	54	391
0	38	881
6	73	966
94	86	623
99	84	335
76	19	23
33	58	322
52	15	589
42	64	55
94	59	204
62	1	760
85	88	944
66	22	180
70	17	450
62	74	33
5	96	532
36	72	744
45	97	667
57	70	576
9	67	809
76	62	96
70	89	993
80	37	334
49	31	254
21	71	547
31	37	611
91	53	993
52	85	371
65	27	890
50	7	15
74	17	257
24	18	488
79	44	345
40	71	998
39	24	134
10	28	123
51	53	754
81	91	85
35	92	567
90	13	957
72	91	518
46	69	598
31	61	190
30	93	913
79	12	280
73	21	909
79	47	939
93	59	436
51	87	90
94	58	928
41	93	999
33	97	504
1	65	611
44	88	195
28	3	781
52	22	716
66	47	264
86	29	921
33	35	641
95	81	286
19	10	392
66	45	959
88	44	661
76	55	727
12	31	323
63	33	576
12	66	295
72	87	972
8	28	18
60	58	111
81	69	751
37	28	459
76	72	229
96	50	833
81	45	739
77	74	865
17	84	280
90	98	696
70	74	436
42	11	494
70	26	953
2	68	813
66	64	390
63	82	341
36	96	355
4	28	842
19	85	642
68	69	353
82	93	872
19	94	508
65	0	733
48	80	880
31	16	261
34	9	888
45	45	918
18	54	413
55	23	646
69	93	598
39	56	898
27	48	842
64	9	608
31	21	353
23	22	179
40	22	112
43	45	208
72	17	40
87	92	618
30	44	577
81	6	79
48	26	102
8	75	726
78	28	191
45	35	761
91	69	430
55	51	280
50	87	962
43	68	16
87	42	881
87	52	668
49	41	216
80	86	192
2	71	461
54	66	991
90	0	461
93	76	850
23	5	79
40	56	474
29	89	295
27	8	439
36	83	391
70	91	681
5	99	23
84	11	844
93	4	878
23	59	795
73	21	111
35	34	203
35	49	23
42	81	839
87	43	78
18	87	225
6	20	631
46	98	507
89	13	859
85	58	556
84	3	63
57	22	244
78	45	959
14	77	402
50	26	696
33	35	344
89	19	4
27	11	400
31	91	742
14	0	196
98	34	424
17	27	318
17	25	474
97	23	709
90	68	487
26	80	463
75	9	830
26	85	935
68	43	375
40	99	80
73	17	630
93	10	50
14	43	691
73	1	476
55	38	310
92	32	541
50	84	853
1	86	720
43	18	801
20	48	579
65	42	606
4	77	531
6	33	379
25	81	333
76	66	212
15	45	739
99	83	685
37	3	500
95	19	263
67	32	534
66	3	112
99	31	55
88	1	632
78	19	350
18	59	345
39	16	967
19	60	390
2	90	96
82	2	223
54	85	735
91	11	959
4	58	943
96	62	279
81	35	179
87	39	225
50	37	248
1	58	972
52	8	874
7	29	855
12	23	83
37	18	464
73	19	929
76	63	334
68	71	836
86	43	50
73	30	510
74	87	705
6	37	527
90	6	33
13	2	623
21	57	277
69	32	509
58	62	640
3	15	907
78	3	739
26	92	581
72	38	363
1	78	594
69	63	975
65	42	971
43	29	904
82	25	162
40	84	21
90	91	742
85	67	799
8	70	207
98	7	464
56	95	249
49	87	598
12	27	801
27	23	660
81	31	815
56	53	299
18	91	612
39	92	732
39	44	567
9	92	143
50	10	365
96	84	977
54	70	9
98	35	2
51	89	490
87	11	992
7	85	449
30	8	64
28	23	716
30	28	310
42	0	457
74	75	720
25	39	23
67	64	629
8	59	887
93	97	195
90	88	366
98	89	684
36	82	216
12	26	706
46	26	735
28	90	818
48	81	655
39	55	470
94	43	645
15	43	387
6	25	512
98	47	876
62	72	601
18	60	187
56	62	101
50	73	701
63	11	792
56	39	647
54	70	80
34	68	239
69	91	433
95	62	167
51	65	806
90	67	771
96	86	761
51	7	89
64	62	920
78	14	574
34	61	348
3	55	2
18	40	589
57	97	674
0	61	170
59	63	153
82	75	329
48	10	633
0	23	761
69	33	138
54	0	462
43	53	796
68	82	365
67	74	751
34	14	864
73	7	521
21	88	398
13	95	912
64	80	647
86	16	493
55	18	619
74	70	301
89	10	40
87	80	133
46	5	266
66	55	213
60	88	864
60	37	480
93	24	417
10	41	3
51	36	781
74	89	710
61	84	31
76	34	226
10	82	890
74	42	748
75	97	718
86	24	833
97	26	895
4	64	861
37	33	665
13	92	633
17	97	604
20	52	434
70	51	999
70	29	206
30	83	160
35	71	435
36	95	481
71	86	48
72	19	60
84	84	510
3	50	386
57	67	58
67	17	184
90	99	228
43	25	33
16	7	856
74	18	209
25	79	744
68	95	981
71	84	53
3	85	590
32	77	274
88	62	329
6	25	773
82	3	96
23	67	810
91	17	241
99	17	726
3	82	800
8	76	718
99	87	846
12	32	328
13	41	193
21	99	448
50	11	372
70	54	701
57	92	59
21	18	403
93	4	464
72	78	966
86	78	941
81	38	573
71	0	28
84	1	321
55	48	206
1	63	758
85	45	667
36	96	272
39	68	562
47	53	704
61	33	327
59	3	959
94	17	641
43	59	862
43	88	343
45	25	614
23	35	966
29	88	122
99	50	523
51	13	714
7	6	135
19	43	509
3	37	96
77	45	380
51	37	826
63	44	426
44	2	573
28	8	860
88	49	645
35	26	258
43	36	528
85	84	239
28	19	809
41	85	294
46	19	689
87	53	860
5	17	257
25	14	724
8	19	679
84	64	789
45	35	678
6	24	227
19	42	961
29	12	776
7	82	62
40	28	146
44	57	506
74	19	828
32	75	96
97	25	504
17	91	789
31	96	634
25	17	605
61	37	126
73	25	549
90	0	336
19	46	151
37	84	779
0	2	63
